"","ACCIDENT_NO","X","Y","OBJECTID","ACCIDENT_D","ACC_TIME","NO_VEHICLE","ACCIDENT_T","ACC_T_DESC","ABS_CODE","PERSON_ID","AGE","RD_USER_T","RD_U_DESC","SEX","LOCATION_D","NODE_ID.x","LOCATION_T","NODE_TYPE.x","N_TYPE_DES","ROAD_ROUTE","RD_NAME_1","RD_TYPE_1","RD_NAME_2","RD_TYPE_2","DEC_RD_DES","LGA_NAME.x","REGION_NAM","STAT_DIV_N","AMG_X","AMG_Y","NODE_ID.y","NODE_TYPE.y","VICGRID94_X","VICGRID94_Y","LGA_NAME.y","LGA_NAME_ALL","REGION_NAME","DEG_URBAN_NAME","Lat","Long","POSTCODE_NO"
"146","T20190011062",2485093.716,2544730.159,1022,"2019/06/13 00:00:00+00","13.:3.00",1,4,"Collision with a fixed object","A","A",52,2,"Drivers","M","On BENDIGO-MURCHISON ROAD 158m E from Int WEPPNER ROAD",346096,"N","N","Non Intersection",5376,"BENDIGO-MURCHISON","ROAD","WEPPNER","ROAD","Declared Road","CAMPASPE","NORTHERN REGION","Country",2485093.716,2544730.159,346096,"N",2485094.121,2544730.161,"CAMPASPE","CAMPASPE","NORTHERN REGION","RURAL_VICTORIA",-36.59675536,144.8333945,3559
"147","T20190011185",2562238.044,2478200.753,1023,"2019/06/16 00:00:00+00","00.:0.00",1,2,"Struck Pedestrian","A","1",20,1,"Pedestrians","M","On HALL STREET 91m S from Int DOWNEY STREET",346168,"N","N","Non Intersection",9999,"HALL","STREET","DOWNEY","STREET","Non Declared Road","MURRINDINDI","NORTH EASTERN REGION","Country",2562238.044,2478200.753,346168,"N",2562238.04,2478200.276,"MURRINDINDI","MURRINDINDI,MURRINDINDI","NORTH EASTERN REGION","TOWNS",-37.1943943,145.7011095,3714
"148","T20190011223",2470010.161,2411063.827,1024,"2019/06/16 00:00:00+00","16.:2.00",2,1,"Collision with vehicle","A","3",71,3,"Passengers","F","At Int of BOUNDARY ROAD and DAVIS ROAD",45523,"I","I","Intersection",9999,"BOUNDARY","ROAD","DAVIS","ROAD","Non Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2470010.161,2411063.827,45523,"I",2470010.161,2411063.827,"WYNDHAM","MELTON,WYNDHAM","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.8009462,144.6594554,3024
"149","T20190011223",2470010.161,2411063.827,1024,"2019/06/16 00:00:00+00","16.:2.00",2,1,"Collision with vehicle","A","3",71,3,"Passengers","F","At Int of BOUNDARY ROAD and DAVIS ROAD",45523,"I","I","Intersection",9999,"BOUNDARY","ROAD","DAVIS","ROAD","Non Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2470010.161,2411063.827,45523,"I",2470010.161,2411063.827,"WYNDHAM","MELTON,WYNDHAM","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.8009462,144.6594554,3029
"150","T20190011273",2513160.234,2399854.516,1025,"2019/06/17 00:00:00+00","15.:3.00",1,4,"Collision with a fixed object","A","A",93,2,"Drivers","M","On FERNTREE GULLY ROAD 58m NW from Int WESTERFIELD DRIVE",346349,"N","N","Non Intersection",9999,"FERNTREE GULLY","ROAD","WESTERFIELD","DRIVE","Non Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2513160.234,2399854.516,346349,"N",2513160.288,2399854.493,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.90233126,145.14964,3168
"151","T20190011292",2513668.026,2399571.783,1026,"2019/06/17 00:00:00+00","19.:4.00",2,1,"Collision with vehicle","A","A",48,2,"Drivers","M","On MONASH FREEWAY 11m NW from Int FERNTREE GULLY-MONASH IN RAMP ON",346193,"N","N","Non Intersection",2000,"MONASH","FREEWAY","FERNTREE GULLY-MONASH IN ON","RAMP","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2513668.026,2399571.783,346193,"N",2513667.922,2399571.897,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.90487003,145.1554174,3170
"152","T20190011899",2499946.644,2336495.6,1027,"2019/06/26 00:00:00+00","16.:2.00",2,1,"Collision with vehicle","A","A",62,2,"Drivers","M","On BONEO ROAD 463m W from Int MORNINGTON-FLINDERS ROAD",346504,"N","N","Non Intersection",5750,"BONEO","ROAD","MORNINGTON-FLINDERS","ROAD","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2499946.644,2336495.6,346504,"N",2499946.416,2336495.523,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.47318763,144.9993861,3929
"153","T20190011914",2476115.104,2403366.215,1028,"2019/06/26 00:00:00+00","08.:0.00",1,8,"No collision and no object struck","A","A",79,6,"Bicyclists","M","At Int of OLD GEELONG ROAD and GRAHAM COURT",37367,"I","I","Intersection",5444,"OLD GEELONG","ROAD","GRAHAM","COURT","Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2476115.104,2403366.215,37367,"I",2476115.104,2403366.215,"WYNDHAM","WYNDHAM","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.87047783,144.7285294,3029
"154","T20190011965",2387479.988,2493936.445,1029,"2019/06/27 00:00:00+00","14.:5.00",1,2,"Struck Pedestrian","A","1",95,1,"Pedestrians","M","At Int of CLARENDON STREET and INKERMAN STREET",60032,"I","I","Intersection",9999,"CLARENDON","STREET","INKERMAN","STREET","Non Declared Road","CENTRAL GOLDFIELDS","WESTERN REGION","Ballarat",2387479.988,2493936.445,60032,"I",2387479.988,2493936.445,"CENTRAL GOLDFIELDS","CENTRAL GOLDFIELDS","WESTERN REGION","TOWNS",-37.04790768,143.7348733,3465
"155","T20190012025",2496135.144,2410567.652,1030,"2019/06/28 00:00:00+00","12.:0.00",1,2,"Struck Pedestrian","A","1",87,1,"Pedestrians","F","At Int of PEEL STREET(R) and VICTORIA STREET",346677,"I","I","Intersection",5065,"PEEL","STREET","VICTORIA","STREET","Declared Road","MELBOURNE","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2496135.144,2410567.652,346677,"I",2496135.144,2410567.652,"MELBOURNE","MELBOURNE","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.80589205,144.9561105,3051
"156","T20190012025",2496135.144,2410567.652,1030,"2019/06/28 00:00:00+00","12.:0.00",1,2,"Struck Pedestrian","A","1",87,1,"Pedestrians","F","At Int of PEEL STREET(R) and VICTORIA STREET",346677,"I","I","Intersection",5065,"PEEL","STREET","VICTORIA","STREET","Declared Road","MELBOURNE","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2496135.144,2410567.652,346677,"I",2496135.144,2410567.652,"MELBOURNE","MELBOURNE","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.80589205,144.9561105,3000
"157","T20190012098",2296845.577,2679233.25,1031,"2019/06/29 00:00:00+00","01.:2.00",1,4,"Collision with a fixed object","A","A",44,2,"Drivers","M","On CALDER HIGHWAY 309m N from Int EDGECUMBE ROAD",346648,"N","N","Non Intersection",2530,"CALDER","HIGHWAY","EDGECUMBE","ROAD","Declared Road","BULOKE","NORTHERN REGION","Country",2296845.577,2679233.25,346648,"N",2296845.577,2679233.25,"BULOKE","BULOKE","NORTHERN REGION","RURAL_VICTORIA",-35.36321993,142.7650182,3533
"158","T20190012124",2436273.466,2527050.426,1032,"2019/06/30 00:00:00+00","05.:5.00",1,4,"Collision with a fixed object","A","A",22,2,"Drivers","M","On MCCRAE STREET 10m NE from Int BAXTER STREET",347072,"N","N","Non Intersection",2590,"MCCRAE","STREET","BAXTER","STREET","Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2436273.466,2527050.426,347072,"N",2436273.466,2527050.426,"BENDIGO","BENDIGO","NORTHERN REGION","LARGE_PROVINCIAL_CITIES",-36.75405913,144.286249,3550
"159","T20190012182",2477866.714,2417892.465,1033,"2019/07/01 00:00:00+00","00.:1.00",2,1,"Collision with vehicle","A","B",28,6,"Bicyclists","M","On WESTWOOD DRIVE 182m S from Int WESTWOOD DRIVE ALT",346696,"N","N","Non Intersection",9999,"WESTWOOD","DRIVE","WESTWOOD ALT","DRIVE","Non Declared Road","MELTON","METROPOLITAN NORTH WEST REGION","Melbourne - West",2477866.714,2417892.465,346696,"N",2477866.656,2417892.618,"MELTON","MELTON","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.73963766,144.7488726,3023
"160","T20190012353",2402053.44,2452563.059,1034,"2019/07/03 00:00:00+00","15.:5.00",2,1,"Collision with vehicle","A","1",86,3,"Passengers","F","On VICTORIA STREET 9m W from Int CAMBRIDGE STREET",620500,"N","N","Non Intersection",9999,"VICTORIA","STREET","CAMBRIDGE","STREET","Non Declared Road","HEPBURN","WESTERN REGION","Ballarat",2402053.44,2452563.059,620500,"N",2402053.44,2452563.059,"HEPBURN","HEPBURN","WESTERN REGION","TOWNS",-37.42236113,143.8933076,3363
"161","T20190012440",2442454.24,2376796.135,1035,"2019/07/04 00:00:00+00","11.:2.00",4,1,"Collision with vehicle","A","1",58,3,"Passengers","F","At Int of THOMPSON ROAD and SHARON COURT",49770,"I","I","Intersection",5580,"THOMPSON","ROAD","SHARON","COURT","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2442454.24,2376796.135,49770,"I",2442454.24,2376796.135,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.10837676,144.3438744,3214
"162","T20190012440",2442454.24,2376796.135,1036,"2019/07/04 00:00:00+00","11.:2.00",4,1,"Collision with vehicle","A","B",64,2,"Drivers","M","At Int of THOMPSON ROAD and SHARON COURT",49770,"I","I","Intersection",5580,"THOMPSON","ROAD","SHARON","COURT","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2442454.24,2376796.135,49770,"I",2442454.24,2376796.135,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.10837676,144.3438744,3214
"163","T20190012519",2507900.976,2407333.453,1037,"2019/07/05 00:00:00+00","13.:5.00",1,2,"Struck Pedestrian","A","1",75,1,"Pedestrians","F","On RIVERSDALE ROAD 2m E from Int DURHAM ROAD",593684,"N","N","Non Intersection",5292,"RIVERSDALE","ROAD","DURHAM","ROAD","Declared Road","BOROONDARA","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner East",2507900.976,2407333.453,593684,"N",2507900.976,2407333.453,"BOROONDARA","BOROONDARA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.83500671,145.0897585,3124
"164","T20190012592",2469335.053,2399734.584,1038,"2019/07/06 00:00:00+00","16.:0.00",1,4,"Collision with a fixed object","A","A",25,4,"Motorcyclists","M","On COTTRELL STREET 33m SE from Int BULBAN ROAD",349883,"N","N","Non Intersection",5588,"COTTRELL","STREET","BULBAN","ROAD","Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2469335.053,2399734.584,349883,"N",2469335.051,2399734.585,"WYNDHAM","WYNDHAM","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.90299882,144.6513182,3030
"165","T20190012751",2250694.131,2528335.32,1039,"2019/06/15 00:00:00+00","10.:4.00",1,8,"No collision and no object struck","A","1",99,1,"Pedestrians","M","On BAILLIE STREET 90m W from Int PERCY STREET",347032,"N","N","Non Intersection",9999,"BAILLIE","STREET","PERCY","STREET","Non Declared Road","HORSHAM","WESTERN REGION","Country",2250694.131,2528335.32,347032,"N",2250694.131,2528335.32,"HORSHAM","HORSHAM","WESTERN REGION","SMALL_CITIES",-36.71169242,142.20889,3400
"166","T20190012874",2241881.507,2544632.652,1040,"2019/07/11 00:00:00+00","02.:0.00",2,1,"Collision with vehicle","A","B",60,2,"Drivers","M","On WESTERN HIGHWAY 715m N from Int BANYENA ROAD",347104,"N","N","Non Intersection",2520,"WESTERN","HIGHWAY","BANYENA","ROAD","Declared Road","HORSHAM","WESTERN REGION","Country",2241881.507,2544632.652,347104,"N",2241881.323,2544632.643,"HORSHAM","HORSHAM","WESTERN REGION","RURAL_VICTORIA",-36.56250997,142.1158115,3401
"167","T20190012985",2510833.933,2413708.511,1041,"2019/07/12 00:00:00+00","17.:4.00",1,2,"Struck Pedestrian","A","1",88,1,"Pedestrians","M","On ANDROMEDA WAY 4m N from Int GEORGE STREET",579055,"N","N","Non Intersection",9999,"ANDROMEDA","WAY","GEORGE","STREET","Non Declared Road","MANNINGHAM","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner East",2510833.933,2413708.511,579055,"N",2510833.933,2413708.511,"MANNINGHAM","MANNINGHAM","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.77753748,145.1229846,3107
"168","T20190013255",2681144.089,2375598.028,1042,"2019/07/16 00:00:00+00","18.:2.00",1,2,"Struck Pedestrian","A","1",95,1,"Pedestrians","F","On RAYMOND STREET 11m S from Int STAWELL STREET",597778,"N","N","Non Intersection",9999,"RAYMOND","STREET","STAWELL","STREET","Non Declared Road","WELLINGTON","EASTERN REGION","Country",2681144.089,2375598.028,597778,"N",2681144.089,2375598.028,"WELLINGTON","WELLINGTON","EASTERN REGION","SMALL_CITIES",-38.10325403,147.0653748,3850
"169","T20190013360",2489613.786,2423463.599,1043,"2019/07/18 00:00:00+00","05.:3.00",1,2,"Struck Pedestrian","A","1",72,1,"Pedestrians","F","At Int of MICKLEHAM-TULLAMARINE IN RAMP ON and TULLAMARINE IN-MICKLEHAM RAMP OF",46480,"I","I","Intersection",7406,"MICKLEHAM-TULLAMARINE IN","RAMP","TULLAMARINE IN-MICKLEHAM OF","RAMP","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2489613.786,2423463.599,46480,"I",2489607.848,2423473.6,"HUME","HUME","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.68955585,144.8821676,3049
"170","T20190013546",2528230.075,2418216.713,1044,"2019/07/20 00:00:00+00","16.:4.00",3,1,"Collision with vehicle","A","B",40,4,"Motorcyclists","M","At Int of EDWARD ROAD and PAYNES ROAD",44185,"I","I","Intersection",9999,"EDWARD","ROAD","PAYNES","ROAD","Non Declared Road","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2528230.075,2418216.713,44185,"I",2528230.075,2418216.713,"YARRA RANGES","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-37.73655261,145.3202888,3116
"171","T20190013550",2512322.915,2398322.26,1045,"2019/07/20 00:00:00+00","20.:5.00",2,1,"Collision with vehicle","A","3",18,3,"Passengers","M","At Int of WELLINGTON ROAD and BLACKBURN ROAD",234609,"I","I","Intersection",2290,"WELLINGTON","ROAD","BLACKBURN","ROAD","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2512322.915,2398322.26,234609,"I",2512322.915,2398322.26,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.91614764,145.1401443,3168
"172","T20190013614",2534833.206,2556786.096,1046,"2019/07/21 00:00:00+00","16.:0.00",1,4,"Collision with a fixed object","A","1",30,3,"Passengers","M","On GOULBURN VALLEY HIGHWAY 1276m N from Int UNION ROAD",583553,"N","N","Non Intersection",2640,"GOULBURN VALLEY","HIGHWAY","UNION","ROAD","Declared Road","SHEPPARTON","NORTH EASTERN REGION","Country",2534833.206,2556786.096,583553,"N",2534833.206,2556786.096,"SHEPPARTON","SHEPPARTON","NORTH EASTERN REGION","RURAL_VICTORIA",-36.48757661,145.3887844,3631
"173","T20190013658",2520016.002,2410019.44,1047,"2019/07/22 00:00:00+00","16.:1.00",0,2,"Struck Pedestrian","A","1",14,1,"Pedestrians","M","At Int of RINGWOOD BYPASS(R) and RINGWOOD STREET",221693,"I","I","Intersection",2995,"RINGWOOD","BYPASS","RINGWOOD","STREET","Declared Road","MAROONDAH","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2520016.002,2410019.44,221693,"I",2520016.002,2410019.44,"MAROONDAH","MAROONDAH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.81062418,145.2273172,3134
"174","T20190013765",2480125.043,2422740.985,1048,"2019/07/24 00:00:00+00","06.:4.00",2,1,"Collision with vehicle","A","B",49,6,"Bicyclists","M","At Int of MELTON HIGHWAY and MCCUBBIN DRIVE ALT",37362,"I","I","Intersection",2040,"MELTON","HIGHWAY","MCCUBBIN ALT","DRIVE","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2480125.043,2422740.985,37362,"I",2480125.043,2422740.985,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.69600304,144.7746266,3038
"175","T20190014139",2517041.301,2376168.024,1049,"2019/07/29 00:00:00+00","18.:0.00",1,2,"Struck Pedestrian","A","1",92,1,"Pedestrians","F","On MCCORMICKS ROAD 169m N from Int BALLARTO ROAD",349173,"N","N","Non Intersection",9999,"MCCORMICKS","ROAD","BALLARTO","ROAD","Non Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2517041.301,2376168.024,349173,"N",2517041.302,2376168.027,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.11566507,145.194319,3201
"176","T20190014139",2517041.301,2376168.024,1049,"2019/07/29 00:00:00+00","18.:0.00",1,2,"Struck Pedestrian","A","1",92,1,"Pedestrians","F","On MCCORMICKS ROAD 169m N from Int BALLARTO ROAD",349173,"N","N","Non Intersection",9999,"MCCORMICKS","ROAD","BALLARTO","ROAD","Non Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2517041.301,2376168.024,349173,"N",2517041.302,2376168.027,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.11566507,145.194319,3977
"177","T20190014372",2541005.474,2381186.314,1050,"2019/08/01 00:00:00+00","18.:5.00",1,2,"Struck Pedestrian","A","1",45,1,"Pedestrians","M","At Int of DUNCAN DRIVE and TEMPLETON CRESCENT",55818,"I","I","Intersection",9999,"DUNCAN","DRIVE","TEMPLETON","CRESCENT","Non Declared Road","CARDINIA","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2541005.474,2381186.314,55818,"I",2541005.474,2381186.314,"CARDINIA","CARDINIA","METROPOLITAN SOUTH EAST REGION","SMALL_CITIES",-38.06970593,145.4672944,3810
"178","T20190014443",2404358.705,2437414.924,1051,"2019/07/27 00:00:00+00","00.:2.00",1,6,"Vehicle overturned (no collision)","A","A",34,2,"Drivers","M","On WESTERN FREEWAY 348m W from Int BALLARAT-BURRUMBEET ROAD",590871,"N","N","Non Intersection",2520,"WESTERN","FREEWAY","BALLARAT-BURRUMBEET","ROAD","Declared Road","BALLARAT","WESTERN REGION","Ballarat",2404358.705,2437414.924,590871,"N",2404358.705,2437414.924,"BALLARAT","BALLARAT","WESTERN REGION","RURAL_VICTORIA",-37.55909252,143.9174061,3352
"179","T20190014639",2423175.879,2486827.748,1052,"2019/08/05 00:00:00+00","13.:0.00",1,4,"Collision with a fixed object","A","A",69,2,"Drivers","F","On YAPEEN-MUCKLEFORD ROAD 1208m E from Int MAPSONS ROAD",593686,"N","N","Non Intersection",9999,"YAPEEN-MUCKLEFORD","ROAD","MAPSONS","ROAD","Non Declared Road","MOUNT ALEXANDER","NORTHERN REGION","Bendigo",2423175.879,2486827.748,593686,"N",2423175.879,2486827.748,"MOUNT ALEXANDER","MOUNT ALEXANDER","NORTHERN REGION","RURAL_VICTORIA",-37.11556592,144.1354696,3462
"180","T20190014829",2493407.531,2426738.746,1053,"2019/08/07 00:00:00+00","21.:2.00",1,4,"Collision with a fixed object","A","A",22,2,"Drivers","M","On PASCOE VALE ROAD 317m S from Int TAGGERTY CRESCENT",351137,"N","N","Non Intersection",5819,"PASCOE VALE","ROAD","TAGGERTY","CRESCENT","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2493407.531,2426738.746,351137,"N",2493407.45,2426738.671,"HUME","HUME","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.66017044,144.9252788,3048
"181","T20190015074",2486726.18,2413500.163,1054,"2019/08/10 00:00:00+00","22.:4.00",1,2,"Struck Pedestrian","A","1",47,1,"Pedestrians","M","On BALLARAT ROAD 10m W from Int BURKE STREET",597281,"N","N","Non Intersection",5520,"BALLARAT","ROAD","BURKE","STREET","Declared Road","MARIBYRNONG","METROPOLITAN NORTH WEST REGION","Melbourne - West",2486726.18,2413500.163,597281,"N",2486726.18,2413500.163,"MARIBYRNONG","MARIBYRNONG","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.77938314,144.8493146,3019
"182","T20190015129",2524841.998,2378080.477,1056,"2019/08/11 00:00:00+00","16.:1.00",2,1,"Collision with vehicle","A","4",18,3,"Passengers","F","On SOUTH GIPPSLAND HIGHWAY 7m N from Int SOUTH GIPPSLAND HIGHWAY ALT",106562,"N","N","Non Intersection",2580,"SOUTH GIPPSLAND","HIGHWAY","SOUTH GIPPSLAND ALT","HIGHWAY","Declared Road","CASEY","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2524841.998,2378080.477,106562,"N",2524841.996,2378080.577,"CASEY","CASEY","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.09825905,145.2832037,3977
"183","T20190015129",2524841.998,2378080.477,1055,"2019/08/11 00:00:00+00","16.:1.00",2,1,"Collision with vehicle","A","3",16,3,"Passengers","M","On SOUTH GIPPSLAND HIGHWAY 7m N from Int SOUTH GIPPSLAND HIGHWAY ALT",106562,"N","N","Non Intersection",2580,"SOUTH GIPPSLAND","HIGHWAY","SOUTH GIPPSLAND ALT","HIGHWAY","Declared Road","CASEY","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2524841.998,2378080.477,106562,"N",2524841.996,2378080.577,"CASEY","CASEY","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.09825905,145.2832037,3977
"184","T20190015355",2512346.269,2497341.576,1057,"2019/08/05 00:00:00+00","11.:1.00",1,4,"Collision with a fixed object","A","A",89,2,"Drivers","M","On STATION STREET 115m S from Int CRAWFORD STREET",360112,"N","N","Non Intersection",9999,"STATION","STREET","CRAWFORD","STREET","Non Declared Road","MITCHELL","NORTHERN REGION","Country",2512346.269,2497341.576,360112,"N",2512346.133,2497341.517,"MITCHELL","MITCHELL","NORTHERN REGION","TOWNS",-37.02387761,145.1387669,3660
"185","T20190015509",2672136.698,2594998.701,1058,"2019/08/16 00:00:00+00","13.:0.00",2,1,"Collision with vehicle","A","1",74,3,"Passengers","F","On BANDIANA LINK ROAD 1019m E from Int ANZAC PARADE",600333,"N","N","Non Intersection",2570,"BANDIANA LINK","ROAD","ANZAC","PARADE","Declared Road","WODONGA","NORTH EASTERN REGION","Country",2672136.698,2594998.701,600333,"N",2672136.698,2594998.701,"WODONGA","WODONGA","NORTH EASTERN REGION","RURAL_VICTORIA",-36.12824056,146.9124565,3690
"186","T20190015521",2501991.205,2415026.974,1059,"2019/08/16 00:00:00+00","23.:4.00",1,4,"Collision with a fixed object","A","A",47,4,"Motorcyclists","M","On DAREBIN ROAD 96m E from Int ARTHUR STREET",82310,"N","N","Non Intersection",5192,"DAREBIN","ROAD","ARTHUR","STREET","Declared Road","DAREBIN","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2501991.205,2415026.974,82310,"N",2501991.205,2415026.974,"DAREBIN","DAREBIN","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.76571879,145.0226002,3078
"187","T20190015521",2501991.205,2415026.974,1059,"2019/08/16 00:00:00+00","23.:4.00",1,4,"Collision with a fixed object","A","A",47,4,"Motorcyclists","M","On DAREBIN ROAD 96m E from Int ARTHUR STREET",82310,"N","N","Non Intersection",5192,"DAREBIN","ROAD","ARTHUR","STREET","Declared Road","DAREBIN","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2501991.205,2415026.974,82310,"N",2501991.205,2415026.974,"DAREBIN","DAREBIN","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.76571879,145.0226002,3071
"188","T20190015682",2499961.807,2415142.229,1060,"2019/08/19 00:00:00+00","12.:5.00",1,2,"Struck Pedestrian","A","1",88,1,"Pedestrians","M","On HIGH STREET 55m N from Int BEACONSFIELD PARADE",589737,"N","N","Non Intersection",9999,"HIGH","STREET","BEACONSFIELD","PARADE","Non Declared Road","DAREBIN","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2499961.807,2415142.229,584806,"N",2499961.654,2415141.137,"DAREBIN","DAREBIN","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.76469229,144.9995648,3070
"189","T20190015694",2512534.938,2391244.897,1061,"2019/08/19 00:00:00+00","15.:3.00",4,1,"Collision with vehicle","A","1",93,3,"Passengers","F","At Int of WESTALL ROAD EX and ROWAN ROAD",35388,"I","I","Intersection",5056,"WESTALL","ROAD","ROWAN","ROAD","Declared Road","KINGSTON","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2512534.938,2391244.897,35388,"I",2512534.938,2391244.897,"KINGSTON","KINGSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.97990833,145.1426762,3172
"190","T20190016040",2465337.389,2400796.252,1062,"2019/08/23 00:00:00+00","22.:5.00",1,2,"Struck Pedestrian","A","1",25,1,"Pedestrians","M","On ARMSTRONG ROAD 176m N from Int RIBBLESDALE AVENUE",659635,"N","N","Non Intersection",9999,"ARMSTRONG","ROAD","RIBBLESDALE","AVENUE","Non Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2465337.389,2400796.252,659635,"N",2465337.389,2400796.252,"WYNDHAM","WYNDHAM","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.89329306,144.6059124,3024
"191","T20190016093",2501883.225,2401249.045,1063,"2019/08/24 00:00:00+00","12.:0.00",1,2,"Struck Pedestrian","A","1",82,1,"Pedestrians","M","At Int of HAWTHORN ROAD and SYCAMORE STREET",41281,"I","I","Intersection",5299,"HAWTHORN","ROAD","SYCAMORE","STREET","Declared Road","GLEN EIRA","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner South",2501883.225,2401249.045,41281,"I",2501883.225,2401249.045,"GLEN EIRA","GLEN EIRA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.889858,145.0214098,3162
"192","T20190016254",2514865.023,2406866.713,1064,"2019/08/26 00:00:00+00","15.:5.00",1,4,"Collision with a fixed object","A","A",52,2,"Drivers","F","On MILL AVENUE 41m N from Int COURSE CLOSE",580113,"N","N","Non Intersection",9999,"MILL","AVENUE","COURSE","CLOSE","Non Declared Road","WHITEHORSE","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2514865.023,2406866.713,580113,"N",2514865.023,2406866.713,"WHITEHORSE","WHITEHORSE","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.83912678,145.1688824,3131
"193","T20190016564",2511831.46,2398375.048,1065,"2019/08/29 00:00:00+00","21.:4.00",1,2,"Struck Pedestrian","A","1",20,1,"Pedestrians","F","On WELLINGTON ROAD(R) 5m E from Int SCENIC BOULEVARD",593287,"N","N","Non Intersection",2290,"WELLINGTON","ROAD","SCENIC","BOULEVARD","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2511831.46,2398375.048,593287,"N",2511831.46,2398375.048,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.91567843,145.1345543,3168
